Nama,Harga,Terjual,Kota,Link
EM4 MIKROORGANISME PUPUK ORGANIK CAIR PETERNAKAN 1 LITER,Rp25.000,"3,6RB Terjual",KOTA JAKARTA BARAT,https://shopee.co.id/EM4-MIKROORGANISME-PUPUK-ORGANIK-CAIR-PETERNAKAN-1-LITER-i.16443162.5805408444?sp_atk=2250eb47-9927-46e2-b557-e20e33e90136&xptdk=2250eb47-9927-46e2-b557-e20e33e90136
"Pupuk Organik Cair Amino Plus, Pupuk Amino Tanaman 500 ML",Rp65.000,64 Terjual,KOTA MAKASSAR,https://shopee.co.id/Pupuk-Organik-Cair-Amino-Plus-Pupuk-Amino-Tanaman-500-ML-i.179499156.12314806433?sp_atk=95ee2dfd-d33f-47fc-a898-5b4430403d56&xptdk=95ee2dfd-d33f-47fc-a898-5b4430403d56
GDM PUPUK ORGANIK CAIR PADI KEMASAN 5 LITER TERBAIK,Rp150.000,26 Terjual,KAB. TUBAN,https://shopee.co.id/GDM-PUPUK-ORGANIK-CAIR-PADI-KEMASAN-5-LITER-TERBAIK-i.104364311.2631005534?sp_atk=bf720f08-0e03-43f6-bd1d-e8cad724a692&xptdk=bf720f08-0e03-43f6-bd1d-e8cad724a692
PUPUK ORGANIK CAIR BIO-JOS 1 LITER | Pupuk Fermentasi dari SERITI | BIO JOS | PUPUK ORGANIK CAIR UNTUK BONSAI DAN TANAMAN LAIN,Rp140.000,80 Terjual,KAB. PONOROGO,https://shopee.co.id/PUPUK-ORGANIK-CAIR-BIO-JOS-1-LITER-Pupuk-Fermentasi-dari-SERITI-BIO-JOS-PUPUK-ORGANIK-CAIR-UNTUK-BONSAI-DAN-TANAMAN-LAIN-i.323824964.10985686376?sp_atk=9ef35e57-8436-4310-a527-075299be7bba&xptdk=9ef35e57-8436-4310-a527-075299be7bba
Pupuk Cair Organik PSBN ORIGINAL,Rp40.000 - Rp75.000,12 Terjual,KOTA TANGERANG SELATAN,https://shopee.co.id/Pupuk-Cair-Organik-PSBN-ORIGINAL-i.91735391.9888919894?sp_atk=74bfe7a8-3441-4316-9675-4fd8fabb3eaf&xptdk=74bfe7a8-3441-4316-9675-4fd8fabb3eaf
INFARM - Pupuk Organik Cair Tanaman Buah / Bunga 100mL POC Kompos,Rp20.000,6 Terjual,KAB. SIDOARJO,https://shopee.co.id/INFARM-Pupuk-Organik-Cair-Tanaman-Buah-Bunga-100mL-POC-Kompos-i.639619715.13598129188?sp_atk=dd4f70c2-3b20-4ea2-9d43-1b8baf918db0&xptdk=dd4f70c2-3b20-4ea2-9d43-1b8baf918db0
Workplant Plant Growth Booster - Serum Tanaman Hias Pupuk Organik Cair Optimalkan Pertumbuhan,Rp55.000,"2,2RB Terjual",KOTA SURABAYA,https://shopee.co.id/Workplant-Plant-Growth-Booster-Serum-Tanaman-Hias-Pupuk-Organik-Cair-Optimalkan-Pertumbuhan-i.362909912.4580975631?sp_atk=207a47d5-c2d8-43f7-b364-84ec120f9df1&xptdk=207a47d5-c2d8-43f7-b364-84ec120f9df1
Pomi Hijau Pupuk Organik Cair 5 liter,Rp330.000,10 Terjual,KAB. BANDUNG,https://shopee.co.id/Pomi-Hijau-Pupuk-Organik-Cair-5-liter-i.340956187.12143363578?sp_atk=70c3c625-535b-44ed-998f-c2a95a677735&xptdk=70c3c625-535b-44ed-998f-c2a95a677735
Pupuk Organik Cair Ribost  hijau merah 1l ribos,Rp65.000,42 Terjual,KAB. BOJONEGORO,https://shopee.co.id/Pupuk-Organik-Cair-Ribost-hijau-merah-1l-ribos-i.226494721.3038285849?sp_atk=98dfd534-f7aa-40fb-afad-d08271b19ea5&xptdk=98dfd534-f7aa-40fb-afad-d08271b19ea5
INFARM Pupuk Organik Cair Premium Khusus Buah dan Bunga,Rp58.000,11 Terjual,KAB. PESISIR SELATAN,https://shopee.co.id/INFARM-Pupuk-Organik-Cair-Premium-Khusus-Buah-dan-Bunga-i.55753120.18952062063?sp_atk=6dcfcf68-9e49-4b56-8985-2148c6df8a51&xptdk=6dcfcf68-9e49-4b56-8985-2148c6df8a51
pupuk cair Organik Urin kelinci 10 liter,Rp60.000 - Rp75.000,48 Terjual,KAB. BANDUNG,https://shopee.co.id/pupuk-cair-Organik-Urin-kelinci-10-liter-i.20366523.5062607427?sp_atk=727d4f33-87af-4d93-9058-10626ef17df0&xptdk=727d4f33-87af-4d93-9058-10626ef17df0
Pupuk Organik Cair Biokonversi (pembelian 2 liter gratis handuk),Rp171.000,4 Terjual,KOTA JAKARTA SELATAN,https://shopee.co.id/Pupuk-Organik-Cair-Biokonversi-(pembelian-2-liter-gratis-handuk)-i.435902718.14286445190?sp_atk=d4ff3e4e-5ad5-4e0f-a02f-81c9e14188c2&xptdk=d4ff3e4e-5ad5-4e0f-a02f-81c9e14188c2
Kilat Pupuk Organik Cair 1 Liter ( Bonus Kaos ),Rp180.000,56 Terjual,KAB. WONOSOBO,https://shopee.co.id/Kilat-Pupuk-Organik-Cair-1-Liter-(-Bonus-Kaos-)-i.146812336.17356791670?sp_atk=734dec43-c11e-40a5-b7a8-bd81eab68c67&xptdk=734dec43-c11e-40a5-b7a8-bd81eab68c67
ENZYLAW PUPUK ORGANIK CAIR DAN HORMON POC 1 LITER,Rp120.000,,KAB. BLITAR,https://shopee.co.id/ENZYLAW-PUPUK-ORGANIK-CAIR-DAN-HORMON-POC-1-LITER-i.81536855.20737666944?sp_atk=b8ac73ef-7f52-4ef8-aca1-3beeb37b9dd5&xptdk=b8ac73ef-7f52-4ef8-aca1-3beeb37b9dd5
Pupuk Organik Cair Super Bionik PSBN Asli Untuk Memacu Bunga Buah,Rp78.000,10 Terjual,KAB. BANYUMAS,https://shopee.co.id/Pupuk-Organik-Cair-Super-Bionik-PSBN-Asli-Untuk-Memacu-Bunga-Buah-i.3569738.5857141634?sp_atk=9aad1892-ae29-4e02-a699-17702ee0dee5&xptdk=9aad1892-ae29-4e02-a699-17702ee0dee5
Pupuk Organik Cair ( POC ) Fertigrow B 1 Liter Khusus Buah Bunga,Rp35.000,114 Terjual,KOTA BANDUNG,https://shopee.co.id/Pupuk-Organik-Cair-(-POC-)-Fertigrow-B-1-Liter-Khusus-Buah-Bunga-i.7101245.9900541142?sp_atk=1252c70f-132a-471a-90ac-0d230090ae28&xptdk=1252c70f-132a-471a-90ac-0d230090ae28
BALI ORGANIKULTUR  pupuk guano cair super organik 100ML,Rp14.000,16 Terjual,KOTA PASURUAN,https://shopee.co.id/BALI-ORGANIKULTUR-pupuk-guano-cair-super-organik-100ML-i.14289564.13740868099?sp_atk=c05e4a65-494b-48c5-9ff1-bd53486cc140&xptdk=c05e4a65-494b-48c5-9ff1-bd53486cc140
pupuk organik cair KILAT isi 1 L,Rp180.000,12 Terjual,KAB. KEDIRI,https://shopee.co.id/pupuk-organik-cair-KILAT-isi-1-L-i.271472125.14717155235?sp_atk=b5e548a5-968d-4f10-9449-4a796b25f381&xptdk=b5e548a5-968d-4f10-9449-4a796b25f381
PUPUK ORGANIK DIGROW HIJAU - MERAH 1LITER / PUPUK CAIR ORGANIK DI GROW,Rp70.000 - Rp155.000,138 Terjual,KAB. TUBAN,https://shopee.co.id/PUPUK-ORGANIK-DIGROW-HIJAU-MERAH-1LITER-PUPUK-CAIR-ORGANIK-DI-GROW-i.203505843.11149297679?sp_atk=1cf88961-b6d2-45fc-a267-1195e8673f06&xptdk=1cf88961-b6d2-45fc-a267-1195e8673f06
Multitonik 500 ml Pupuk Organik Cair Semua Komoditi Tanaman,Rp26.500,37 Terjual,KOTA BANDUNG,https://shopee.co.id/Multitonik-500-ml-Pupuk-Organik-Cair-Semua-Komoditi-Tanaman-i.7101245.9547640805?sp_atk=aeccb437-f2f2-441a-a1c8-11d0860a1981&xptdk=aeccb437-f2f2-441a-a1c8-11d0860a1981
[COD] Paket Pertanian Pupuk Organik NASA ( POC NASA + HORMONIK ) - Pupuk Organik Cair NASA,Rp29.900 - Rp65.000,24 Terjual,KAB. BANYUWANGI,https://shopee.co.id/-COD-Paket-Pertanian-Pupuk-Organik-NASA-(-POC-NASA-HORMONIK-)-Pupuk-Organik-Cair-NASA-i.97161464.7837932603?sp_atk=dc82cae4-568f-4d40-8ce8-a3054e046be3&xptdk=dc82cae4-568f-4d40-8ce8-a3054e046be3
PUPUK CAIR PUPUK ORGANIK CAIR PUSRI 1LITER,Rp95.000,6 Terjual,KAB. LAMPUNG BARAT,https://shopee.co.id/PUPUK-CAIR-PUPUK-ORGANIK-CAIR-PUSRI-1LITER-i.194540424.11787634577?sp_atk=01861b81-82d2-41df-82e7-7c0b00d47378&xptdk=01861b81-82d2-41df-82e7-7c0b00d47378
Pupuk Organik Cair POC Nasa Repack 100Ml,Rp20.000,6 Terjual,KOTA PONTIANAK,https://shopee.co.id/Pupuk-Organik-Cair-POC-Nasa-Repack-100Ml-i.159820970.21615707600?sp_atk=7a444658-fbbe-43be-8235-39f064fcb343&xptdk=7a444658-fbbe-43be-8235-39f064fcb343
PUPUK CAIR DINOSAURUS 1 LITER ORGANIK HAYATI,Rp86.600,494 Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/PUPUK-CAIR-DINOSAURUS-1-LITER-ORGANIK-HAYATI-i.16443162.3866022355?sp_atk=5485588a-1897-47e0-9af3-2e86736ad24b&xptdk=5485588a-1897-47e0-9af3-2e86736ad24b
Pupuk Organik Cair Nutrisi AMINO-AGE - Mempercepat Pemulihan Tanaman - Kaya Asam Amino Murni & Vitamin - TUNAS AGRO NUTRIENTS - 1 LITER / 1000 ML,Rp52.700 - Rp53.700,44 Terjual,KAB. SLEMAN,https://shopee.co.id/Pupuk-Organik-Cair-Nutrisi-AMINO-AGE-Mempercepat-Pemulihan-Tanaman-Kaya-Asam-Amino-Murni-Vitamin-TUNAS-AGRO-NUTRIENTS-1-LITER-1000-ML-i.2513419.5220129004?sp_atk=679a36c3-0693-409d-8974-b45ba68c979d&xptdk=679a36c3-0693-409d-8974-b45ba68c979d
VIGORIN 1150ML - Pupuk Organik Cair dan Suplemen Tanaman,Rp65.000,27 Terjual,KAB. WONOSOBO,https://shopee.co.id/VIGORIN-1150ML-Pupuk-Organik-Cair-dan-Suplemen-Tanaman-i.146812336.19659982414?sp_atk=00ce677d-08ee-481b-81e7-065259ea9971&xptdk=00ce677d-08ee-481b-81e7-065259ea9971
Pupuk Organik Cair (POC) GDM untuk Tanaman Pangan – 2 Liter,Rp65.000,29 Terjual,KOTA MAKASSAR,https://shopee.co.id/Pupuk-Organik-Cair-(POC)-GDM-untuk-Tanaman-Pangan-–-2-Liter-i.6678187.1325848655?sp_atk=2bd44c3e-6473-425c-b4f0-2aea7eec0939&xptdk=2bd44c3e-6473-425c-b4f0-2aea7eec0939
Pupuk Organik Cair - Jimmy Hantu Jagotani Hormon Pembuahan 500 ml,Rp52.500,260 Terjual,KAB. SIDOARJO,https://shopee.co.id/Pupuk-Organik-Cair-Jimmy-Hantu-Jagotani-Hormon-Pembuahan-500-ml-i.92892728.4544694710?sp_atk=c6742a29-dd3e-420a-b177-6bdbc1ee13be&xptdk=c6742a29-dd3e-420a-b177-6bdbc1ee13be
PSB fotosintesis/biang psb/pupuk organik cair 250ml,Rp3.000,9 Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/PSB-fotosintesis-biang-psb-pupuk-organik-cair-250ml-i.665074776.21958735374?sp_atk=84506757-47e7-49c7-ade8-12f04cbdb1b7&xptdk=84506757-47e7-49c7-ade8-12f04cbdb1b7
"Pupuk organik cair POC Fertifort tutup kuning asam amino pupuk mikro nutrisi tanaman cabai perangsang  Pembungaan, Pembuahan, Pengumbian, pupuk buah pupuk organik ZPT hormon pembungaan dan buah #pupukorganikbuah #benih #bibittanaman #pupukpelebatbuah",Rp60.000,209 Terjual,KOTA PADANG,https://shopee.co.id/Pupuk-organik-cair-POC-Fertifort-tutup-kuning-asam-amino-pupuk-mikro-nutrisi-tanaman-cabai-perangsang-Pembungaan-Pembuahan-Pengumbian-pupuk-buah-pupuk-organik-ZPT-hormon-pembungaan-dan-buah-pupukorganikbuah-benih-bibittanaman-pupukpelebatbuah-i.551487855.13621957338?sp_atk=21896984-317e-4ec1-9bc3-a5a275b90b01&xptdk=21896984-317e-4ec1-9bc3-a5a275b90b01
Pomi Hijau Pupuk Organik Cair 1L,Rp74.000,22 Terjual,KAB. BANDUNG,https://shopee.co.id/Pomi-Hijau-Pupuk-Organik-Cair-1L-i.340956187.5079066951?sp_atk=50cb78dc-a881-44fd-8e80-0b77034135fb&xptdk=50cb78dc-a881-44fd-8e80-0b77034135fb
pupuk organik cair pacu pertumbuhan tanaman PGPR paling ampuh Dahsyat 1 Liter,Rp26.500,14 Terjual,KOTA JAKARTA SELATAN,https://shopee.co.id/pupuk-organik-cair-pacu-pertumbuhan-tanaman-PGPR-paling-ampuh-Dahsyat-1-Liter-i.129906701.18808992624?sp_atk=bc22b414-ec83-413a-ad26-8f5e3336f061&xptdk=bc22b414-ec83-413a-ad26-8f5e3336f061
Pupuk Organik Cair Tanaman Perangsang Buah Anggur POC BMW,Rp60.000,22 Terjual,KOTA TASIKMALAYA,https://shopee.co.id/Pupuk-Organik-Cair-Tanaman-Perangsang-Buah-Anggur-POC-BMW-i.277613372.4244503466?sp_atk=6c5a4589-0f7f-429b-865a-84eb9303b933&xptdk=6c5a4589-0f7f-429b-865a-84eb9303b933
Pupuk Organik Cair Poc Nasa 500 ml Penyubur Tanaman Buah Dan Bunga,Rp55.000,16 Terjual,KOTA PEKANBARU,https://shopee.co.id/Pupuk-Organik-Cair-Poc-Nasa-500-ml-Penyubur-Tanaman-Buah-Dan-Bunga-i.789363617.19213538262?sp_atk=ac6f552b-baba-43d6-a99d-648324bb9a47&xptdk=ac6f552b-baba-43d6-a99d-648324bb9a47
pupuk organik cair VIGORIN isi 1150ml  dari mitra merdeka tani,Rp67.600,78 Terjual,KOTA SURABAYA,https://shopee.co.id/pupuk-organik-cair-VIGORIN-isi-1150ml-dari-mitra-merdeka-tani-i.839596708.20148677105?sp_atk=1e22d18a-e0cb-4f66-8860-4b849cc25a6d&xptdk=1e22d18a-e0cb-4f66-8860-4b849cc25a6d
Pupuk Organik Cair Megarhizo 1L,Rp65.000,50 Terjual,KAB. WONOGIRI,https://shopee.co.id/Pupuk-Organik-Cair-Megarhizo-1L-i.332282335.13609193312?sp_atk=52acfa6f-9d7c-4137-894d-745980f92d00&xptdk=52acfa6f-9d7c-4137-894d-745980f92d00
DoitGROW Pupuk Organik Cair (POC) Fermentasi Urine Kelinci Nutrisi dan Vitamin Lengkap untuk Anggrek dan Tanaman Hias,Rp18.000 - Rp23.000,1 Terjual,KAB. SLEMAN,https://shopee.co.id/DoitGROW-Pupuk-Organik-Cair-(POC)-Fermentasi-Urine-Kelinci-Nutrisi-dan-Vitamin-Lengkap-untuk-Anggrek-dan-Tanaman-Hias-i.708876331.15586853469?sp_atk=f6b8eb6e-1a88-434a-a438-f642730f1e41&xptdk=f6b8eb6e-1a88-434a-a438-f642730f1e41
Pupuk  Organik Cair Fertros  50 Liter,Rp6.749.100,,KOTA JAKARTA PUSAT,https://shopee.co.id/Pupuk-Organik-Cair-Fertros-50-Liter-i.740696269.16689819877?sp_atk=98cd97bc-083e-43ca-b945-0446156d29d3&xptdk=98cd97bc-083e-43ca-b945-0446156d29d3
TOPTAN MULTI [Pupuk Organik Cair - 250 ml],Rp95.000,,KOTA BANDUNG,https://shopee.co.id/TOPTAN-MULTI-Pupuk-Organik-Cair-250-ml--i.794466512.17391997236?sp_atk=acd23023-67bf-4d48-83d5-5f2ccb5d0bcb&xptdk=acd23023-67bf-4d48-83d5-5f2ccb5d0bcb
Pupuk organik teknologi nano paten dan imun mix isi 24 bungkus,Rp124.000,32 Terjual,KOTA BANDUNG,https://shopee.co.id/Pupuk-organik-teknologi-nano-paten-dan-imun-mix-isi-24-bungkus-i.9729113.20500856608?sp_atk=3cf1b79c-4f47-4da8-b77c-423ad92c222d&xptdk=3cf1b79c-4f47-4da8-b77c-423ad92c222d
KING TONIK NPK PLUS / OBAT DAUN / PUPUK DAUN / UMUM/PUPUK ORGANIK CAIR,Rp15.750,24 Terjual,KAB. SIDOARJO,https://shopee.co.id/KING-TONIK-NPK-PLUS-OBAT-DAUN-PUPUK-DAUN-UMUM-PUPUK-ORGANIK-CAIR-i.48093142.12913131552?sp_atk=8d6aebbe-e947-46b9-9493-0617b5d046d1&xptdk=8d6aebbe-e947-46b9-9493-0617b5d046d1
Pupuk Organik Cair - POC Fortune 500 ML,Rp27.500,91 Terjual,KAB. KEDIRI,https://shopee.co.id/Pupuk-Organik-Cair-POC-Fortune-500-ML-i.513912257.11638275331?sp_atk=6527c306-b700-4191-adda-7d06cafe4d75&xptdk=6527c306-b700-4191-adda-7d06cafe4d75
Pupuk Organik Cair Herbafarm Eceran 100 ML + Booster,Rp25.000,23 Terjual,KOTA PONTIANAK,https://shopee.co.id/Pupuk-Organik-Cair-Herbafarm-Eceran-100-ML-Booster-i.159820970.3929244306?sp_atk=405a8088-909d-472a-b8b8-79a3a8cc4121&xptdk=405a8088-909d-472a-b8b8-79a3a8cc4121
Veggie Boostie - Pupuk Organik Cair Tanaman Sayuran Daun | by PetaniDaun,Rp39.900,289 Terjual,KOTA MALANG,https://shopee.co.id/Veggie-Boostie-Pupuk-Organik-Cair-Tanaman-Sayuran-Daun-by-PetaniDaun-i.282002918.16381962962?sp_atk=70bc4e11-ce8c-4e72-9faf-8dd856471cdb&xptdk=70bc4e11-ce8c-4e72-9faf-8dd856471cdb
PUPUK ORGANIK GEMPI 998ml mengandung Omega-3 & Selenium PUPUK ORGANIK CAIR NUTRISI TANAMAN!,Rp202.000,12 Terjual,KOTA JAKARTA UTARA,https://shopee.co.id/PUPUK-ORGANIK-GEMPI-998ml-mengandung-Omega-3-Selenium-PUPUK-ORGANIK-CAIR-NUTRISI-TANAMAN!-i.177633247.4713090984?sp_atk=cd9a6f35-9ba7-4ad4-9dff-968abf7fa8d0&xptdk=cd9a6f35-9ba7-4ad4-9dff-968abf7fa8d0
INFARM - Pupuk Organik Cair Tanaman Buah / Bunga 500mL POC Kompos,Rp40.000,136 Terjual,KAB. SIDOARJO,https://shopee.co.id/INFARM-Pupuk-Organik-Cair-Tanaman-Buah-Bunga-500mL-POC-Kompos-i.639619715.10490404954?sp_atk=107b1890-04ad-4167-b077-1bb52eaf41f1&xptdk=107b1890-04ad-4167-b077-1bb52eaf41f1
Paket Pupuk Organik Cair (POC) akar Daun Jakaba + PSB 1.000 ml,Rp25.000,51 Terjual,KOTA MALANG,https://shopee.co.id/Paket-Pupuk-Organik-Cair-(POC)-akar-Daun-Jakaba-PSB-1.000-ml-i.17285014.21006273647?sp_atk=418047ce-b6da-450b-9cc1-49ee51656369&xptdk=418047ce-b6da-450b-9cc1-49ee51656369
"Pupuk Organik Cair Penyubur Tanaman Jagung ISTIQOMAH GROW 500 ML Pupuk Organik Jagung Buah Lebat Pupuk Jagung Manis dll Ampuh, Pupuk Jagung Pupuk Jagung Subur, Pupuk Pelebat Jagung Paling Bagus, Pupuk Jagung Anti Hama Penyakit Untuk Semua Jenis Jagung",Rp30.000,16 Terjual,KOTA TASIKMALAYA,https://shopee.co.id/Pupuk-Organik-Cair-Penyubur-Tanaman-Jagung-ISTIQOMAH-GROW-500-ML-Pupuk-Organik-Jagung-Buah-Lebat-Pupuk-Jagung-Manis-dll-Ampuh-Pupuk-Jagung-Pupuk-Jagung-Subur-Pupuk-Pelebat-Jagung-Paling-Bagus-Pupuk-Jagung-Anti-Hama-Penyakit-Untuk-Semua-Jenis-Jagung-i.71340623.17573587178?sp_atk=444ce430-14da-4153-9b83-f8f5419f2279&xptdk=444ce430-14da-4153-9b83-f8f5419f2279
Pupuk Organik Cair Hayati ExtraGen 500ml,Rp60.000,14 Terjual,KAB. KEDIRI,https://shopee.co.id/Pupuk-Organik-Cair-Hayati-ExtraGen-500ml-i.402271756.11051568140?sp_atk=cf01be35-c29e-4a1e-9d26-aff4a05f9389&xptdk=cf01be35-c29e-4a1e-9d26-aff4a05f9389
PUPUK ORGANIK CAIR HAYATI BIOAKTIVATOR BIO7 SAWIT & PERKEBUNAN 1 LITER,Rp63.000,105 Terjual,KAB. BANDUNG BARAT,https://shopee.co.id/PUPUK-ORGANIK-CAIR-HAYATI-BIOAKTIVATOR-BIO7-SAWIT-PERKEBUNAN-1-LITER-i.133110836.11011716457?sp_atk=a7b0b519-7647-4c3c-a3b6-e1bfd6beb216&xptdk=a7b0b519-7647-4c3c-a3b6-e1bfd6beb216
Pupuk Organik Cair (POC) Nasa – 500ml,Rp55.000,213 Terjual,KOTA MAKASSAR,https://shopee.co.id/Pupuk-Organik-Cair-(POC)-Nasa-–-500ml-i.6678187.208003327?sp_atk=74520982-3d82-406c-8579-e71a8a3b5f58&xptdk=74520982-3d82-406c-8579-e71a8a3b5f58
TANDURIA - Bio Elixir 100ml Pupuk Organik Cair Kompos Cair Compost Tea Nutrisi Tanaman Hias Sayur Bunga Buah Siap Pakai Pupuk Penyubur Tanah Mikroba Bakteri Baik Aktif Vigor Anti Patogen Anti Bodi hama,Rp14.000,"2,3RB Terjual",KOTA MALANG,https://shopee.co.id/TANDURIA-Bio-Elixir-100ml-Pupuk-Organik-Cair-Kompos-Cair-Compost-Tea-Nutrisi-Tanaman-Hias-Sayur-Bunga-Buah-Siap-Pakai-Pupuk-Penyubur-Tanah-Mikroba-Bakteri-Baik-Aktif-Vigor-Anti-Patogen-Anti-Bodi-hama-i.476834979.13452327571?sp_atk=fcc88b52-be59-45d3-8407-40e273543105&xptdk=fcc88b52-be59-45d3-8407-40e273543105
Pupuk Organik Cair Vitamin Serum Tanaman Hias Power Booster 1L,Rp75.000,"4,2RB Terjual",KOTA BANDUNG,https://shopee.co.id/Pupuk-Organik-Cair-Vitamin-Serum-Tanaman-Hias-Power-Booster-1L-i.303765639.7657089081?sp_atk=19c19190-a0c5-498d-a9ba-0a533ee5586a&xptdk=19c19190-a0c5-498d-a9ba-0a533ee5586a
PUPUK ORGANIK CAIR AGS AGEN HAYATI AMPUH Vegetatif Generatif Kombinasi,Rp79.900,73 Terjual,KAB. MALANG,https://shopee.co.id/PUPUK-ORGANIK-CAIR-AGS-AGEN-HAYATI-AMPUH-Vegetatif-Generatif-Kombinasi-i.56410252.11784289981?sp_atk=4ea11ac8-bebf-411c-9ca0-886c3d18f59e&xptdk=4ea11ac8-bebf-411c-9ca0-886c3d18f59e
Pupuk Organik Cair Super Gro 750ml,Rp34.500,8 Terjual,KAB. WONOSOBO,https://shopee.co.id/Pupuk-Organik-Cair-Super-Gro-750ml-i.146812336.12907664131?sp_atk=3724a9af-5a5d-48a7-84f2-de397bbe3862&xptdk=3724a9af-5a5d-48a7-84f2-de397bbe3862
Pupuk Organik Cair & Suplemen Tanaman VIGORIN 250 ml,Rp23.500,1 Terjual,KAB. SIDOARJO,https://shopee.co.id/Pupuk-Organik-Cair-Suplemen-Tanaman-VIGORIN-250-ml-i.92892728.22428775266?sp_atk=5bd7e10a-f529-4f77-8eb4-dad6b20bc9e7&xptdk=5bd7e10a-f529-4f77-8eb4-dad6b20bc9e7
Tanduria - Fruit Master 500 ml Pupuk Organik Cair Buah Generatif,Rp36.000,607 Terjual,KOTA MALANG,https://shopee.co.id/Tanduria-Fruit-Master-500-ml-Pupuk-Organik-Cair-Buah-Generatif-i.476834979.21543133726?sp_atk=e9c8f072-7ec5-4194-8a89-48e7179ea8a1&xptdk=e9c8f072-7ec5-4194-8a89-48e7179ea8a1
Pupuk organik cair /asap cair murni kemasan 1liter/anti hama/nutrisi untuk tanaman | wood vinegar/cuka kayu/insektisida/fungisida/pestisida/disinfektan/kalium/kalsium/anti jamur/pengawet kayu/liquid smoke/smoke oil,Rp15.900,319 Terjual,KAB. LEBAK,https://shopee.co.id/Pupuk-organik-cair-asap-cair-murni-kemasan-1liter-anti-hama-nutrisi-untuk-tanaman-wood-vinegar-cuka-kayu-insektisida-fungisida-pestisida-disinfektan-kalium-kalsium-anti-jamur-pengawet-kayu-liquid-smoke-smoke-oil-i.296901238.10174670786?sp_atk=1db3ad60-cc35-4e2d-b95f-c2c1739cd434&xptdk=1db3ad60-cc35-4e2d-b95f-c2c1739cd434
PRODUK TERMURAH PUPUK CAIR DINOSAURUS 1 LITER ORGANIK HAYATI,Rp50.960,,KAB. BLORA,https://shopee.co.id/PRODUK-TERMURAH-PUPUK-CAIR-DINOSAURUS-1-LITER-ORGANIK-HAYATI-i.168797186.17191324060?sp_atk=7595b624-db73-416c-ac19-370b0e1afc8d&xptdk=7595b624-db73-416c-ac19-370b0e1afc8d
Pupuk Organik Cair Ribost 1L,Rp65.000,51 Terjual,KAB. WONOGIRI,https://shopee.co.id/Pupuk-Organik-Cair-Ribost-1L-i.332282335.9178650638?sp_atk=b8996524-b7a7-436e-89fd-efe9ef284400&xptdk=b8996524-b7a7-436e-89fd-efe9ef284400
Fruity Boostie - Pupuk Organik Cair Buah / Bunga | by PetaniDaun,Rp39.900,394 Terjual,KOTA MALANG,https://shopee.co.id/Fruity-Boostie-Pupuk-Organik-Cair-Buah-Bunga-by-PetaniDaun-i.282002918.15991128269?sp_atk=660fe9eb-9664-4a7c-8b87-932cfc580c41&xptdk=660fe9eb-9664-4a7c-8b87-932cfc580c41
Vigorin (pupuk organik cair) Asam Amino kemasan 1150mL,Rp65.000,20 Terjual,KAB. MAGELANG,https://shopee.co.id/Vigorin-(pupuk-organik-cair)-Asam-Amino-kemasan-1150mL-i.754991719.14696193158?sp_atk=d7a71a40-5456-4013-991b-9131c91c9aaf&xptdk=d7a71a40-5456-4013-991b-9131c91c9aaf
GDM - POC - Pupuk Organik Cair untuk Tanaman Buah 1L,Rp44.000 - Rp50.000,18 Terjual,KOTA PADANG,https://shopee.co.id/GDM-POC-Pupuk-Organik-Cair-untuk-Tanaman-Buah-1L-i.27161304.8088353774?sp_atk=70f96c7a-767d-4bb1-8829-2346689624b8&xptdk=70f96c7a-767d-4bb1-8829-2346689624b8
Pupuk Organik Cair Bio Urine Kelinci Fermentasi Di jamin tidak bau busuk menyengat,Rp5.000,21 Terjual,KAB. CIREBON,https://shopee.co.id/Pupuk-Organik-Cair-Bio-Urine-Kelinci-Fermentasi-Di-jamin-tidak-bau-busuk-menyengat-i.840747295.16888421259?sp_atk=a609b160-6051-422a-8bc2-2662eaa39b3d&xptdk=a609b160-6051-422a-8bc2-2662eaa39b3d
Pupuk Organik Cair Jimmy Hantu Ratu Biogen ZPT Hormon dan NPK Jagotani,Rp102.900,16 Terjual,KAB. KLATEN,https://shopee.co.id/Pupuk-Organik-Cair-Jimmy-Hantu-Ratu-Biogen-ZPT-Hormon-dan-NPK-Jagotani-i.179825219.8314437572?sp_atk=f8e7a430-d302-4bbc-b625-8d4006adaf88&xptdk=f8e7a430-d302-4bbc-b625-8d4006adaf88
Nutrisi Hidroponik Pupuk Organik Cair SUPERMES 1 liter,Rp60.000,17 Terjual,KAB. JOMBANG,https://shopee.co.id/Nutrisi-Hidroponik-Pupuk-Organik-Cair-SUPERMES-1-liter-i.430927233.8051021840?sp_atk=fe5f819f-aa59-4afb-b905-f7fc692f2197&xptdk=fe5f819f-aa59-4afb-b905-f7fc692f2197
Pupuk cair organik Biotek 1liter pupuk pengusir tikus dan hama BIOTEK 1LITER anti hama,Rp20.000,31 Terjual,KAB. KEDIRI,https://shopee.co.id/Pupuk-cair-organik-Biotek-1liter-pupuk-pengusir-tikus-dan-hama-BIOTEK-1LITER-anti-hama-i.173154798.9744868615?sp_atk=7f224ca7-e3f5-49f3-80c7-c1224c3f0cfa&xptdk=7f224ca7-e3f5-49f3-80c7-c1224c3f0cfa
